indice,titulo,artista,ano,score,emotional_abuse,jealousy_possessive,dependency,violence_or_betrayal,justificativa
1559,Be Thankful For What You Got,William Devaughn,1974.0,0.0,False,False,False,False,
1560,Hang On In There Baby,Johnny Bristol,1974.0,0.5,False,False,True,False,
1561,Eres Tu (Touch The Wind),Mocedades,1974.0,0.0,False,False,False,False,
1562,Takin' Care Of Business,Bachman-Turner Overdrive,1974.0,0.3,False,False,True,False,
1563,Radar Love,Golden Earring,1974.0,0.3,False,False,True,False,
1565,Keep On Smilin',Wet Willie,1974.0,0.3,False,False,True,False,
1566,Lookin' For A Love,Bobby Womack,1974.0,0.3,False,False,True,False,
1567,Put Your Hands Together,O'Jays,1974.0,0.0,False,False,False,False,
1568,On And On,Gladys Knight and The Pips,1974.0,0.0,False,False,False,False,
1569,Oh Very Young,Cat Stevens,1974.0,0.0,False,False,False,False,
1571,(I've Been) Searchin' So Long,Chicago,1974.0,0.0,False,False,False,False,
1572,Goodbye Yellow Brick Road,Elton John,1974.0,0.3,False,False,True,False,
1573,Oh My My,Ringo Starr,1974.0,0.0,False,False,False,False,
1575,I Shot The Sheriff,Eric Clapton,1974.0,0.0,False,False,False,False,
1576,Jet,Paul McCartney and Wings,1974.0,0.0,False,False,False,False,
1577,Don't Let The Sun Go Down On Me,Elton John,1974.0,0.3,False,False,True,False,
1579,A Love Song,Anne Murray,1974.0,0.6,False,False,True,False,
1580,I'm Leaving It All Up To You,Donny and Marie Osmond,1974.0,0.3,False,False,True,False,
1582,I Love,Tom T. Hall,1974.0,0.0,False,False,False,False,
1583,Clap For The Wolfman,Guess Who,1974.0,0.3,False,False,True,False,
1584,I'll Have To Say I Love You In A Song,Jim Croce,1974.0,0.3,False,False,True,False,
1585,The Lord's Prayer,Sister Janet Mead,1974.0,0.0,False,False,False,False,
1586,Trying To Hold On To My Woman,Lamont Dozier,1974.0,0.3,False,False,True,False,
1587,Don't You Worry 'Bout A Thing,Stevie Wonder,1974.0,0.3,False,False,True,False,
1588,A Very Special Love Song,Charlie Rich,1974.0,0.3,False,False,True,False,
1589,My Girl Bill,Jim Stafford,1974.0,0.6,False,True,False,False,
1591,Helen Wheels,Paul McCartney and Wings,1974.0,0.0,False,False,False,False,
1592,Wildwood Weed,Jim Stafford,1974.0,0.3,False,False,True,False,
1594,Me And Baby Brother,War,1974.0,0.3,False,False,True,False,
1595,Rockin' Roll Baby,Stylistics,1974.0,0.0,False,False,False,False,
1596,I Honestly Love You,Olivia Newton-John,1974.0,0.3,False,False,True,False,
1597,Call On Me,Chicago,1974.0,0.3,False,False,True,False,
1600,Love Will Keep Us Together,Captain and Tennille,1975.0,0.6,False,True,True,False,
1601,Rhinestone Cowboy,Glen Campbell,1975.0,0.0,False,False,False,False,
1603,Before The Next Teardrop Falls,Freddy Fender,1975.0,0.3,False,False,True,False,
1604,My Eyes Adored You,Frankie Valli,1975.0,0.3,False,False,True,False,
1605,Shining Star,"Earth, Wind and Fire",1975.0,0.0,False,False,False,False,
1606,Fame,David Bowie,1975.0,0.3,False,False,True,False,
1607,Laughter In The Rain,Neil Sedaka,1975.0,0.0,False,False,False,False,
1608,One Of These Nights,Eagles,1975.0,0.3,False,False,True,False,
1609,Thank God I'm A Country Boy,John Denver,1975.0,0.0,False,False,False,False,
1610,Jive Talkin',Bee Gees,1975.0,0.3,False,False,True,False,
1611,Best Of My Love,Eagles,1975.0,0.3,False,False,True,False,
1612,Lovin' You,Minnie Riperton,1975.0,0.0,False,False,False,False,
1613,Kung Fu Fighting,Carl Douglas,1975.0,0.0,False,False,False,False,
1614,Black Water,Doobie Brothers,1975.0,0.0,False,False,False,False,
1615,Ballroom Blitz,Sweet,1975.0,0.6,False,False,True,True,
1616,(Hey Wont You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975.0,0.3,False,False,True,False,
1617,He Don't Love You (Like I Love You),Tony Orlando and Dawn,1975.0,0.6,False,True,True,False,
1621,Lady Marmalade,Labelle,1975.0,0.8,False,False,True,False,
1623,Love Won't Let Me Wait,Major Harris,1975.0,0.6,False,False,True,False,
1624,Boogie On Reggae Woman,Stevie Wonder,1975.0,0.3,False,False,True,False,
1626,"Fight The Power, Pt. 1",Isley Brothers,1975.0,0.0,False,False,False,False,
1627,Angie Baby,Helen Reddy,1975.0,0.6,False,True,True,False,
1628,Jackie Blue,Ozark Mountain Daredevil,1975.0,0.5,False,False,True,False,
1629,Fire,Ohio Players,1975.0,0.6,False,True,True,False,
1630,Magic,Pilot,1975.0,0.0,False,False,False,False,
1631,Please Mr. Postman,Carpenters,1975.0,0.3,False,True,True,False,
1632,Sister Golden Hair,America,1975.0,0.3,False,False,True,False,
1633,Lucy In The Sky With Diamonds,Elton John,1975.0,0.0,False,False,False,False,
1634,Mandy,Barry Manilow,1975.0,0.3,False,False,True,False,
1635,Have You Never Been Mellow,Olivia Newton-John,1975.0,0.3,False,False,True,False,
1636,Could It Be Magic,Barry Manilow,1975.0,0.5,False,False,True,False,
1638,Wildfire,Michael Murphy,1975.0,0.0,False,False,False,False,
1639,I'm Not Lisa,Jessi Colter,1975.0,0.3,False,False,True,False,
1640,Listen To What The Man Said,Wings,1975.0,0.3,False,False,True,False,
1641,I'm Not In Love,10cc,1975.0,0.3,False,False,True,False,
1642,I Can Help,Billy Swan,1975.0,0.6,False,False,True,False,
1643,Fallin' In Love,"Hamilton, Joe Frank and Reynolds",1975.0,0.3,False,False,True,False,
1644,Feelings,Morris Albert,1975.0,0.3,False,False,True,False,
1645,Chevy Van,Sammy Johns,1975.0,0.3,False,False,True,False,
1646,When Will I Be Loved,Linda Ronstadt,1975.0,0.3,False,False,True,False,
1647,"You're The First, The Last, My Everything",Barry White,1975.0,0.6,False,False,True,False,
1648,Please Mr Please,Olivia Newton-John,1975.0,0.3,False,False,True,False,
1649,You're No Good,Linda Ronstadt,1975.0,0.3,False,False,True,False,
1651,Walking In Rhythm,Blackbyrds,1975.0,0.3,False,False,True,False,
1652,The Way We Were / Try To Remember,Gladys Knight and The Pips,1975.0,0.3,False,False,True,False,
1654,"Don't Call Us, We'll Call You",Sugarloaf,1975.0,0.5,False,False,True,False,
1655,Poetry Man,Phoebe Snow,1975.0,0.3,False,False,True,False,
1656,How Long,Ace,1975.0,0.3,False,False,True,False,
1657,Express,B.T. Express,1975.0,0.5,False,False,True,False,
1659,Lady,Styx,1975.0,0.3,False,False,True,False,
1660,Bad Time,Grand Funk,1975.0,0.3,False,False,True,False,
1661,Only Women Bleed,Alice Cooper,1975.0,0.8,True,False,True,True,
1662,Doctor's Orders,Carol Douglas,1975.0,0.6,False,False,True,False,
1663,Get Down Tonight,K.C. and The Sunshine Band,1975.0,0.3,False,False,True,False,
1665,One Man Woman-One Woman Man,Paul Anka and Odia Coates,1975.0,0.6,False,True,True,False,
1666,Feel Like Makin' Love,Bad Company,1975.0,0.3,False,False,True,False,
1667,How Sweet It Is (To Be Loved by You),James Taylor,1975.0,0.5,False,False,True,False,
1668,Dance With Me,Orleans,1975.0,0.0,False,False,False,False,
1669,Cut The Cake,Average White Band,1975.0,0.5,False,False,True,False,
1670,Never Can Say Goodbye,Gloria Gaynor,1975.0,0.6,False,False,True,False,
1671,I Don't Like To Sleep Alone,Paul Anka,1975.0,0.6,False,False,True,False,
1672,Morning Side Of The Mountain,Donny and Marie Osmond,1975.0,0.3,False,False,True,False,
1673,Some Kind Of Wonderful,Grand Funk,1975.0,0.3,False,False,True,False,
1674,When Will I See You Again,Three Degrees,1975.0,0.3,False,False,True,False,
1675,"Get Down, Get Down (Get On The Floor)",Joe Simon,1975.0,0.0,False,False,False,False,
1678,Shoeshine Boy,Eddie Kendricks,1975.0,0.0,False,False,False,False,
1679,Do It (Til You're Satisfied),B.T. Express,1975.0,0.5,False,False,True,False,
1680,Can't Get It Out Of My Head,Electric Light Orchestra,1975.0,0.3,False,False,True,False,
1681,Sha-La-La (Make Me Happy),Al Green,1975.0,0.3,False,False,True,False,
1682,Lonely People,America,1975.0,0.3,False,False,True,False,
1683,You Got The Love,Rufus,1975.0,0.8,False,True,True,False,
1684,The Rockford Files,Mike Post,1975.0,0.0,False,False,False,False,
1685,It Only Takes A Minute,Tavares,1975.0,0.3,False,False,True,False,
1687,Junior's Farm / Sally G,Paul McCartney and Wings,1975.0,0.5,False,False,True,False,
1688,Bungle In The Jungle,Jethro Tull,1975.0,0.3,False,False,True,False,
1689,Long Tall Glasses (I Can Dance),Leo Sayer,1975.0,0.0,False,False,False,False,
1691,Misty,Ray Stevens,1975.0,0.3,False,False,True,False,
1692,Bad Blood,Neil Sedaka,1975.0,0.6,False,False,False,False,
1693,Only Yesterday,Carpenters,1975.0,0.3,False,False,True,False,
1694,I'm On Fire,Dwight Twilley Band,1975.0,0.6,False,True,True,False,
1696,Third Rate Romance,Amazing Rhythm Aces,1975.0,0.6,False,False,True,False,
1698,Swearin' To God,Frankie Valli,1975.0,0.6,False,True,True,False,
1700,Silly Love Songs,Wings,1976.0,0.0,False,False,False,False,
1701,Don't Go Breaking My Heart,Elton John and Kiki Dee,1976.0,0.3,False,False,True,False,
1702,Disco Lady,Johnnie Taylor,1976.0,0.3,False,False,True,False,
1703,"December, 1963 (Oh, What A Night)",Four Seasons,1976.0,0.3,False,False,True,False,
1705,Kiss And Say Goodbye,Manhattans,1976.0,0.3,False,False,True,False,
1706,Love Machine (Part 1),Miracles,1976.0,0.5,False,False,True,False,
1707,50 Ways To Leave Your Lover,Paul Simon,1976.0,0.0,False,False,False,False,
1708,Love Is Alive,Gary Wright,1976.0,0.3,False,False,True,False,
1709,A Fifth Of Beethoven,Walter Murphy and The Big Apple Band,1976.0,0.3,False,False,True,False,
1710,Sara Smile,Daryl Hall and John Oates,1976.0,0.3,False,False,True,False,
1711,Afternoon Delight,Starland Vocal Band,1976.0,0.3,False,False,True,False,
1712,I Write The Songs,Barry Manilow,1976.0,0.3,False,False,True,False,
1713,"Fly, Robin, Fly",Silver Convention,1976.0,0.0,False,False,False,False,
1714,Love Hangover,Diana Ross,1976.0,0.3,False,False,True,False,
1715,Get Closer,Seals and Crofts,1976.0,0.6,False,True,True,False,
1716,"More, More, More",Andrea True Connection,1976.0,0.5,False,False,True,False,
1717,Bohemian Rhapsody,Queen,1976.0,0.3,False,False,True,False,
1718,Misty Blue,Dorothy Moore,1976.0,0.6,False,False,True,False,
1719,Boogie Fever,Sylvers,1976.0,0.0,False,False,False,False,
1720,I'd Really Love To See You Tonight,England Dan and John Ford Coley,1976.0,0.2,False,False,True,False,
1721,You Sexy Thing,Hot Chocolate,1976.0,0.5,False,False,True,False,
1722,Love Hurts,Nazareth,1976.0,0.3,False,False,True,False,
1723,Get Up And Boogie,Silver Convention,1976.0,0.0,False,False,False,False,
1724,Take It To The Limit,Eagles,1976.0,0.3,False,False,True,False,
1725,"(Shake, Shake, Shake) Shake Your Booty",K.C. and The Sunshine Band,1976.0,0.0,False,False,False,False,
1727,Right Back Where We Started From,Maxine Nightingale,1976.0,0.3,False,False,True,False,
1728,"Theme From ""S.W.A.T""",Rhythm Heritage,1976.0,0.3,False,False,True,False,
1729,Love Rollercoaster,Ohio Players,1976.0,0.5,False,False,True,False,
1730,You Should Be Dancing,Bee Gees,1976.0,0.3,False,False,True,False,
1731,You'll Never Find Another Love Like Mine,Lou Rawls,1976.0,0.3,False,False,True,False,
1732,Golden Years,David Bowie,1976.0,0.6,False,False,True,False,
1733,Moonlight Feels Right,Starbuck,1976.0,0.0,False,False,False,False,
1734,Only Sixteen,Dr. Hook,1976.0,0.3,False,False,True,False,
1735,Let Your Love Flow,Bellamy Brothers,1976.0,0.0,False,False,False,False,
1736,Dream Weaver,Gary Wright,1976.0,0.0,False,False,False,False,
1738,Lonely Night (Angel Face),Captain and Tennille,1976.0,0.6,False,False,True,False,
1739,All By Myself,Eric Carmen,1976.0,0.3,False,False,True,False,
1740,Love To Love You Baby,Donna Summer,1976.0,0.0,False,False,False,False,
1741,Deep Purple,Donny and Marie Osmond,1976.0,0.3,False,False,True,False,
1742,"Theme From ""Mahogany""",Diana Ross,1976.0,0.0,False,False,False,False,
1743,Sweet Thing,Rufus,1976.0,0.6,False,True,True,False,
1744,That's The Way I Like It,K.C. and The Sunshine Band,1976.0,0.3,False,False,True,False,
1745,A Little Bit More,Dr. Hook,1976.0,0.3,False,False,True,False,
1746,Shannon,Henry Gross,1976.0,0.3,False,False,True,False,
1747,If You Leave Me Now,Chicago,1976.0,0.3,False,False,True,False,
1749,Show Me The Way,Peter Frampton,1976.0,0.3,False,False,True,False,
1751,I Love Music (Pt. 1),O'Jays,1976.0,0.3,False,False,True,False,
1752,Say You Love Me,Fleetwood Mac,1976.0,0.3,False,False,True,False,
1753,Times Of Your Life,Paul Anka,1976.0,0.3,False,False,True,False,
1754,Devil Woman,Cliff Richard,1976.0,0.5,False,False,True,False,
1755,Fooled Around And Fell In Love,Elvin Bishop,1976.0,0.6,False,False,True,False,
1756,Convoy,C.W. McCall,1976.0,0.0,False,False,False,False,
1757,Welcome Back,John Sebastian,1976.0,0.3,False,False,True,False,
1758,Sing A Song,"Earth, Wind and Fire",1976.0,0.0,False,False,False,False,
1760,I'll Be Good To You,Brothers Johnson,1976.0,0.3,False,False,True,False,
1761,Shop Around,Captain and Tennille,1976.0,0.3,False,False,True,False,
1762,Saturday Night,Bay City Rollers,1976.0,0.3,False,False,True,False,
1765,Let 'Em In,Wings,1976.0,0.0,False,False,False,False,
1766,Baby Face,Wing and A Prayer Fife and Drum Corps,1976.0,0.2,False,False,True,False,
1767,This Masquerade,George Benson,1976.0,0.3,False,False,True,False,
1770,I'm Easy,Keith Carradine,1976.0,0.3,False,False,True,False,
1772,Summer,War,1976.0,0.3,False,False,True,False,
1773,Let Her In,John Travolta,1976.0,0.3,False,False,True,False,
1774,Fox On The Run,Sweet,1976.0,0.0,False,False,False,False,
1775,Rhiannon (Will You Ever Win),Fleetwood Mac,1976.0,0.3,False,False,True,False,
1776,Got To Get You Into My Life,Beatles,1976.0,0.3,False,False,True,False,
1777,Fanny (Be Tender With My Love),Bee Gees,1976.0,0.3,False,False,True,False,
1778,Getaway,"Earth, Wind and Fire",1976.0,0.3,False,False,True,False,
1779,She's Gone,Daryl Hall and John Oates,1976.0,0.6,False,True,True,False,
1780,Rock And Roll Music,Beach Boys,1976.0,0.0,False,False,False,False,
1781,Still The One,Orleans,1976.0,0.3,False,False,True,False,
1783,With Your Love,Jefferson Starship,1976.0,0.3,False,False,True,False,
1784,Slow Ride,Foghat,1976.0,0.3,False,False,True,False,
1785,Who'd She Coo,Ohio Players,1976.0,0.3,False,False,True,False,
1786,Walk Away From Love,David Ruffin,1976.0,0.3,False,True,True,False,
1787,"Baby, I Love Your Way",Peter Frampton,1976.0,0.0,False,False,False,False,
1788,Young Hearts Run Free,Candi Staton,1976.0,0.3,False,False,True,False,
1790,Money Honey,Bay City Rollers,1976.0,0.5,False,False,True,False,
1791,Tear The Roof Off The Sucker,Parliament,1976.0,0.0,False,False,False,False,
1792,Junk Food Junkie,Larry Groce,1976.0,0.3,False,False,True,False,
1794,Rock And Roll All Nite,Kiss,1976.0,0.0,False,False,False,False,
1795,Disco Duck,Rick Dees,1976.0,0.0,False,False,False,False,
1796,The Boys Are Back In Town,Thin Lizzy,1976.0,0.5,False,False,False,False,
1797,Take The Money And Run,Steve Miller Band,1976.0,0.3,False,False,True,False,
1798,Squeeze Box,Who,1976.0,0.5,False,False,True,False,
1799,Country Boy (You Got Your Feet In L.A.),Glen Campbell,1976.0,0.3,False,False,True,False,
1800,Tonight's The Night (Gonna Be Alright),Rod Stewart,1977.0,0.3,False,False,True,False,
1802,Best Of My Love,Emotions,1977.0,0.3,False,False,True,False,
1804,Angel In Your Arms,Hot,1977.0,0.6,False,True,False,False,
1805,I Like Dreamin',Kenny Nolan,1977.0,0.3,False,False,True,False,
1806,Don't Leave Me This Way,Thelma Houston,1977.0,0.6,False,False,True,False,
1807,(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,1977.0,0.3,False,False,True,False,
1809,Torn Between Two Lovers,Mary MacGregor,1977.0,0.3,False,True,True,False,
1810,I'm Your Boogie Man,K.C. and The Sunshine Band,1977.0,0.6,False,False,True,False,
1811,Dancing Queen,ABBA,1977.0,0.0,False,False,False,False,
1812,You Make Me Feel Like Dancing,Leo Sayer,1977.0,0.6,False,False,True,False,
1813,Margaritaville,Jimmy Buffett,1977.0,0.3,False,False,True,False,
1814,Telephone Line,Electric Light Orchestra,1977.0,0.3,False,False,True,False,
1815,Whatcha Gonna Do?,Pablo Cruise,1977.0,0.3,False,False,True,False,
1816,Do You Wanna Make Love?,Peter McCann,1977.0,0.5,False,False,True,False,
1819,"Got To Give It Up, Pt. 1",Marvin Gaye,1977.0,0.6,False,False,True,False,
1820,"Theme From ""Rocky"" (Gonna Fly Now)",Bill Conti,1977.0,0.8,True,True,False,True,
1821,Southern Nights,Glen Campbell,1977.0,0.0,False,False,False,False,
1822,Rich Girl,Daryl Hall and John Oates,1977.0,0.3,False,False,True,False,
1823,When I Need You,Leo Sayer,1977.0,0.3,False,False,True,False,
1824,Hot Line,Sylvers,1977.0,0.7,False,True,True,False,
1826,You Don't Have To Be A Star,Marilyn McCoo and Billy Davis Jr.,1977.0,0.3,False,False,True,False,
1827,Fly Like An Eagle,Steve Miller Band,1977.0,0.0,False,False,False,False,
1828,Don't Give Up On Us,David Soul,1977.0,0.3,False,False,True,False,
1829,On And On,Stephen Bishop,1977.0,0.3,False,False,True,False,
1830,Feels Like The First Time,Foreigner,1977.0,0.6,False,False,True,False,
1831,Couldn't Get It Right,Climax Blues Band,1977.0,0.0,False,False,False,False,
1833,Right Time Of The Night,Jennifer Warnes,1977.0,0.3,False,False,True,False,
1834,I've Got Love On My Mind,Natalie Cole,1977.0,0.0,False,False,False,False,
1836,Looks Like We Made It,Barry Manilow,1977.0,0.3,False,False,True,False,
1837,So In To You,Atlanta Rhythm Section,1977.0,0.6,False,False,True,False,
1838,Dreams,Fleetwood Mac,1977.0,0.3,False,True,True,False,
1839,Enjoy Yourself,Jacksons,1977.0,0.3,False,False,True,False,
1841,I'm In You,Peter Frampton,1977.0,0.3,False,False,True,False,
1842,Lucille,Kenny Rogers,1977.0,0.3,False,False,True,False,
1843,The Things We Do For Love,10cc,1977.0,0.3,False,False,True,False,
1844,Da Doo Ron Ron,Shaun Cassidy,1977.0,0.5,False,False,True,False,
1845,Handy Man,James Taylor,1977.0,0.6,False,False,True,False,
1846,Just A Song Before I Go,"Crosby, Stills and Nash",1977.0,0.3,False,False,True,False,
1847,You And Me,Alice Cooper,1977.0,0.3,False,False,True,False,
1848,Swayin' To The Music (Slow Dancin'),Johnny Rivers,1977.0,0.3,False,False,True,False,
1849,Lonely Boy,Andrew Gold,1977.0,0.0,False,False,False,False,
1851,Don't Stop,Fleetwood Mac,1977.0,0.0,False,False,False,False,
1852,Barracuda,Heart,1977.0,0.3,False,True,False,False,
1853,Strawberry Letter 23,Brothers Johnson,1977.0,0.3,False,False,True,False,
1854,Night Moves,Bob Seger and The Silver Bullet Band,1977.0,0.5,False,False,True,False,
1855,You're My World,Helen Reddy,1977.0,0.6,False,False,True,False,
1856,Heard It In A Love Song,Marshall Tucker Band,1977.0,0.3,False,False,True,False,
1858,New Kid In Town,Eagles,1977.0,0.3,False,True,False,False,
1859,My Heart Belongs To Me,Barbra Streisand,1977.0,0.3,False,False,True,False,
1861,Jet Airliner,Steve Miller Band,1977.0,0.3,False,False,True,False,
1862,Stand Tall,Burton Cummings,1977.0,0.2,False,False,True,False,
1863,Way Down,Elvis Presley,1977.0,0.6,False,False,True,False,
1865,It Was Almost Like A Song,Ronnie Milsap,1977.0,0.3,False,False,True,False,
1867,Cold As Ice,Foreigner,1977.0,0.3,False,False,True,False,
1869,Lost Without Your Love,Bread,1977.0,0.6,False,False,True,False,
